Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Interface,"org.apache.maven.model.plugin.ReportConfigurationExpander",0,0,0,0,0,0,0,0,0,2,2,1,,0,0,,,,1,0,1,1,1,0,0,0,,13,,,,2,,,,4,,,2,0,7,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,1.75,0,0,0,0
Abstract Method,"org.apache.maven.model.plugin.ReportConfigurationExpander.expandPluginConfiguration",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,1,,,1,0,7,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,7.00,0,0,0,0
Public Interface,"org.apache.maven.model.plugin.ReportingConverter",0,0,0,0,0,0,0,0,0,2,2,1,,0,0,,,,1,0,1,1,1,0,0,0,,13,,,,2,,,,4,,,2,0,7,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,1.75,0,0,0,0
Abstract Method,"org.apache.maven.model.plugin.ReportingConverter.convertReporting",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,1,,,1,0,7,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,7.00,0,0,0,0
Package,"org.apache.maven.model.profile",2,2,2,1,16,1,12,2,,,,,7,0,0,,6,,28,7,28,,7,2,2,17,,688,,,,86,,,,368,,,132,126,234,,,,,,,143,209,122,,,87,,,,,,,,8,8,9,4,,,4,,,,0.64,52,52,54,24
Public Class,"org.apache.maven.model.profile.DefaultProfileActivationContext",1,1,1,1,12,0,8,4,2,0,0,0,,0,0,,,,12,5,12,12,0,0,0,12,,187,,,,25,,,,108,,,21,41,54,,,,,,,30,49,18,,,31,,,,,,,,2,2,2,1,,1,1,,80,80,0.50,18,18,18,12
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.getActiveProfileIds",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.getInactiveProfileIds",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.getProjectDirectory",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.getSystemProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.getUserProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.setActiveProfileIds",,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,,,,1,,,,12,,,1,5,6,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.50,2,2,2,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.setInactiveProfileIds",,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,,,,1,,,,12,,,1,5,6,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.50,2,2,2,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.setProjectDirectory",,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,1,,,,5,,,1,2,7,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1.40,1,1,1,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.setSystemProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,1,,,,12,,,1,5,7,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.58,2,2,2,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.setSystemProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,1,,,,12,,,1,5,7,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.58,2,2,2,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.setUserProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,,,,1,,,,12,,,1,5,8,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.67,2,2,2,1
Public Method,"org.apache.maven.model.profile.DefaultProfileActivationContext.setUserProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,1,,,,12,,,1,5,8,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.67,2,2,2,1
Public Class,"org.apache.maven.model.profile.DefaultProfileInjector",4,4,4,1,17,1,16,0,2,3,3,0,,0,0,,,,1,1,1,1,0,0,0,1,,135,,,,18,,,,112,,,32,51,5,,,,,,,35,61,29,,,32,,,,,,,,4,4,4,1,,1,3,,0,0,0.04,4,4,4,1
Private Static Class,"org.apache.maven.model.profile.DefaultProfileInjector.ProfileModelMerger",3,3,3,1,23,2,21,0,1,0,0,0,,0,0,,,,4,0,4,247,0,0,2,2,,104,,,,13,,,,91,,,27,44,0,,,,,,,31,52,26,,,26,,,,,,,,8,8,8,1,,3,4,,0,0,0.00,15,15,15,4
Public Method,"org.apache.maven.model.profile.DefaultProfileInjector.ProfileModelMerger.mergeBuildBase",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.DefaultProfileInjector.ProfileModelMerger.mergeModelBase",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.model.profile.DefaultProfileInjector.ProfileModelMerger.mergePluginContainer_Plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,4,52,,,,5,,,,47,,,12,27,0,,,,13,25,1,19,30,14,,,16,,,8,8,8,1,1,,,,,0,,4,0,,,0.00,8,8,8,1
Protected Method,"org.apache.maven.model.profile.DefaultProfileInjector.ProfileModelMerger.mergeReporting_Plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,4,33,,,,3,,,,30,,,9,15,0,,,,9,7,1,10,17,9,,,8,,,5,5,5,1,1,,,,,0,,3,0,,,0.00,5,5,5,1
Public Method,"org.apache.maven.model.profile.DefaultProfileInjector.injectProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,,,,1,,,,16,,,2,6,0,,,,4,4,1,3,7,1,,,6,,,4,4,4,1,0,,,,,0,,3,0,,,0.00,4,4,4,1
Public Class,"org.apache.maven.model.profile.DefaultProfileSelector",3,3,4,1,19,1,18,0,2,4,4,0,,0,0,,,,4,1,4,4,0,2,0,2,,95,,,,12,,,,78,,,15,34,5,,,,,,,20,38,14,,,24,,,,,,,,8,8,9,4,,1,4,,50,25,0.06,15,15,17,7
Public Method,"org.apache.maven.model.profile.DefaultProfileSelector.addProfileActivator",,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,1,3,0,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.maven.model.profile.DefaultProfileSelector.getActiveProfiles",,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,,,,6,,,,39,,,7,19,0,,,,12,14,1,11,20,7,,,13,,,8,8,9,1,2,,,,,0,,4,0,,,0.00,8,8,9,1
Private Method,"org.apache.maven.model.profile.DefaultProfileSelector.isActive",,,,,,,,,,,,,,,,,,,,,,,,,,,7,20,,,,0,,,,20,,,1,9,0,,,,5,4,1,4,9,2,,,7,,,4,4,4,4,8,,,,,7,,3,6,,,0.00,4,4,4,4
Private Method,"org.apache.maven.model.profile.DefaultProfileSelector.isActiveByDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,2,2,0,,,,3,1,0,2,3,2,,,1,,,1,1,2,1,0,,,,,0,,0,0,,,0.00,1,1,2,1
Public Interface,"org.apache.maven.model.profile.ProfileActivationContext",0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,,,5,0,5,5,5,0,0,0,,42,,,,6,,,,8,,,6,0,28,,,,,,,5,6,6,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,3.50,0,0,0,0
Abstract Method,"org.apache.maven.model.profile.ProfileActivationContext.getActiveProfileIds",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.maven.model.profile.ProfileActivationContext.getInactiveProfileIds",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.maven.model.profile.ProfileActivationContext.getProjectDirectory",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.maven.model.profile.ProfileActivationContext.getSystemProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,"org.apache.maven.model.profile.ProfileActivationContext.getUserProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,1,,,1,0,7,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,7.00,0,0,0,0
Public Interface,"org.apache.maven.model.profile.ProfileInjector",0,0,0,0,0,0,0,0,0,2,2,1,,0,0,,,,1,0,1,1,1,0,0,0,,15,,,,2,,,,4,,,2,0,9,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,2.25,0,0,0,0
Abstract Method,"org.apache.maven.model.profile.ProfileInjector.injectProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,1,,,1,0,9,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,9.00,0,0,0,0
Public Interface,"org.apache.maven.model.profile.ProfileSelector",0,0,0,0,0,0,0,0,0,2,2,1,,0,0,,,,1,0,1,1,1,0,0,0,,17,,,,2,,,,5,,,3,0,10,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,2.00,0,0,0,0
Abstract Method,"org.apache.maven.model.profile.ProfileSelector.getActiveProfiles",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,2,,,2,0,10,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Package,"org.apache.maven.model.profile.activation",2,2,2,1,16,2,13,0,,,,,10,5,0,,8,,42,6,47,,2,14,4,27,,1143,,,,209,,,,735,,,228,339,199,,,,,,,345,454,198,,,256,,,,,,,,11,11,12,9,,,4,,,,0.27,103,103,114,67
Public Abstract Generic Class,"org.apache.maven.model.profile.activation.AbstractProfileActivatorTest",1,1,1,1,7,1,6,0,1,4,4,2,,0,0,,,,5,3,5,5,0,0,4,1,,62,,,,15,,,,42,,,16,14,5,,,,,,,16,23,11,,,12,,,,,,,,2,2,2,1,,2,1,,53,53,0.12,6,6,6,5
Public Constructor,"org.apache.maven.model.profile.activation.AbstractProfileActivatorTest.AbstractProfileActivatorTest",,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,2,,,,9,,,1,4,0,,,,5,2,0,3,5,1,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
TypeVariable,"org.apache.maven.model.profile.activation.AbstractProfileActivatorTest.T",0,0,0,0,0,0,0,0,2,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Protected Method,"org.apache.maven.model.profile.activation.AbstractProfileActivatorTest.assertActivation",,,,,,,,,,,,,,,,,,,,,,,,,,,21,9,,,,2,,,,7,,,2,4,0,,,,6,1,0,4,5,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.model.profile.activation.AbstractProfileActivatorTest.newContext",,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,,,,0,,,,5,,,2,2,0,,,,3,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.model.profile.activation.AbstractProfileActivatorTest.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,1,,,,6,,,2,2,0,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.model.profile.activation.AbstractProfileActivatorTest.tearDown",,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,1,,,,6,,,2,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.maven.model.profile.activation.FileProfileActivator",6,6,6,5,47,8,37,2,2,4,4,0,,0,0,,,,2,1,2,2,0,0,0,2,,109,,,,20,,,,80,,,14,41,9,,,,,,,30,43,13,,,30,,,,,,,,11,11,11,9,,1,1,,0,0,0.11,12,12,12,10
Public Method,"org.apache.maven.model.profile.activation.FileProfileActivator.isActive",,,,,,,,,,,,,,,,,,,,,,,,,,,6,89,,,,16,,,,69,,,9,39,4,,,,19,17,1,27,38,10,,,28,,,11,11,11,9,12,,,,,12,,1,12,,,0.06,11,11,11,9
Anonymous Class,"org.apache.maven.model.profile.activation.FileProfileActivator.isActive.(Anon_1)",2,2,2,1,12,0,8,4,1,1,1,0,,0,0,,,,1,0,1,1,0,0,0,1,,13,,,,0,,,,9,,,0,4,4,,,,,,,2,4,1,,,3,,,,,,,,2,2,2,1,,2,1,,0,0,0.44,2,2,2,1
Public Method,"org.apache.maven.model.profile.activation.FileProfileActivator.isActive.(Anon_1).getValue",,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,8,,,0,4,4,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.50,2,2,2,1
Public Method,"org.apache.maven.model.profile.activation.FileProfileActivator.setPathTranslator",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator",4,4,5,2,22,2,19,0,2,4,4,0,,5,0,,,,1,0,6,6,0,5,0,1,,166,,,,25,,,,136,,,23,61,5,,,,,,,43,74,24,,,50,,,,,,,,8,8,8,6,,1,3,,0,0,0.04,28,28,30,16
Private Static Class,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.RangeValue",1,1,1,1,4,0,4,0,1,0,0,0,,0,0,,,,2,2,2,2,1,0,0,1,,17,,,,3,,,,14,,,5,3,0,,,,,,,5,8,5,,,3,,,,,,,,1,1,1,1,,1,0,,25,25,0.00,2,2,2,2
Constructor,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.RangeValue.RangeValue",,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,2,0,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.RangeValue.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Static Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.addZeroTokens",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,1,2,0,,,,2,2,0,1,3,1,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Private Static Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.getRange",,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,,,,1,,,,32,,,2,15,0,,,,9,14,1,8,17,3,,,14,,,8,8,8,1,4,,,,,0,,2,0,,,0.00,8,8,8,1
Private Static Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.getRelationOrder",,,,,,,,,,,,,,,,,,,,,,,,,,,6,34,,,,4,,,,30,,,5,17,0,,,,8,7,1,14,20,6,,,14,,,8,8,8,6,8,,,,,8,,2,8,,,0.00,8,8,8,6
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.isActive",,,,,,,,,,,,,,,,,,,,,,,,,,,4,38,,,,6,,,,32,,,5,17,0,,,,14,6,1,10,16,5,,,11,,,6,6,7,4,5,,,,,3,,3,3,,,0.00,6,6,7,4
Private Static Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.isInRange",,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,3,,,,13,,,2,6,0,,,,3,3,0,4,7,2,,,5,,,3,3,3,3,2,,,,,2,,1,2,,,0.00,3,3,3,3
Private Static Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivator.isRange",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,2,1,0,,,,,0,,0,0,,,0.00,1,1,2,1
Public Class,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest",1,1,1,1,13,2,11,0,1,1,1,0,,0,0,,,,10,0,10,15,0,2,0,8,,159,,,,34,,,,120,,,29,79,5,,,,,,,79,90,21,,,69,,,,,,,,1,1,1,1,,3,0,,0,0,0.04,10,10,10,10
Public Constructor,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.JdkVersionProfileActivatorTest",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.newProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,,,,2,,,,8,,,3,5,0,,,,3,1,0,5,6,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.newProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,0,,,,6,,,2,3,0,,,,2,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.testNullSafe",,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,,,3,,,,8,,,3,4,0,,,,3,1,0,4,5,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.testPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,3,,,,11,,,3,7,0,,,,4,1,0,7,8,2,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.testPrefixNegated",,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,3,,,,11,,,3,7,0,,,,4,1,0,7,8,2,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.testVersionRangeExclusiveBounds",,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,,,,4,,,,18,,,3,14,0,,,,4,1,0,14,15,2,,,13,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.testVersionRangeExclusiveUpperBound",,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,2,,,,14,,,3,10,0,,,,4,1,0,10,11,2,,,9,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.testVersionRangeInclusiveBounds",,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,,,,3,,,,18,,,3,14,0,,,,4,1,0,14,15,2,,,13,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.model.profile.activation.JdkVersionProfileActivatorTest.testVersionRangeInclusiveLowerBound",,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,,,,3,,,,18,,,3,14,0,,,,4,1,0,14,15,2,,,13,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.maven.model.profile.activation.OperatingSystemProfileActivator",3,3,4,1,21,2,18,0,2,2,2,0,,0,0,,,,6,0,6,6,0,5,0,1,,143,,,,24,,,,114,,,23,56,5,,,,,,,38,59,22,,,37,,,,,,,,7,7,11,1,,1,3,,0,0,0.04,20,20,27,6
Private Method,"org.apache.maven.model.profile.activation.OperatingSystemProfileActivator.determineArchMatch",,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,3,,,,19,,,4,10,0,,,,4,4,1,7,10,4,,,6,,,3,3,3,1,1,,,,,0,,1,0,,,0.00,3,3,3,1
Private Method,"org.apache.maven.model.profile.activation.OperatingSystemProfileActivator.determineFamilyMatch",,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,3,,,,19,,,4,10,0,,,,4,4,1,7,10,4,,,6,,,3,3,3,1,1,,,,,0,,1,0,,,0.00,3,3,3,1
Private Method,"org.apache.maven.model.profile.activation.OperatingSystemProfileActivator.determineNameMatch",,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,3,,,,19,,,4,10,0,,,,4,4,1,7,10,4,,,6,,,3,3,3,1,1,,,,,0,,1,0,,,0.00,3,3,3,1
Private Method,"org.apache.maven.model.profile.activation.OperatingSystemProfileActivator.determineVersionMatch",,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,3,,,,19,,,4,10,0,,,,4,4,1,7,10,4,,,6,,,3,3,3,1,1,,,,,0,,1,0,,,0.00,3,3,3,1
Private Method,"org.apache.maven.model.profile.activation.OperatingSystemProfileActivator.ensureAtLeastOneNonNull",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,5,1,0,1,2,1,,,1,,,1,1,4,1,0,,,,,0,,0,0,,,0.00,1,1,4,1
Public Method,"org.apache.maven.model.profile.activation.OperatingSystemProfileActivator.isActive",,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,,5,,,,30,,,4,15,0,,,,12,18,1,9,16,4,,,12,,,7,7,11,1,0,,,,,0,,3,0,,,0.00,7,7,11,1
Public Interface,"org.apache.maven.model.profile.activation.ProfileActivator",0,0,0,0,0,0,0,0,0,2,2,5,,0,0,,,,1,0,1,1,1,0,0,0,,16,,,,2,,,,4,,,2,0,10,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,2.50,0,0,0,0
Abstract Method,"org.apache.maven.model.profile.activation.ProfileActivator.isActive",,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,0,,,,1,,,1,0,10,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,10.00,0,0,0,0
Public Class,"org.apache.maven.model.profile.activation.PropertyProfileActivator",10,10,12,4,74,11,62,1,2,3,3,0,,0,0,,,,1,0,1,1,0,0,0,1,,85,,,,13,,,,66,,,13,35,6,,,,,,,22,33,12,,,21,,,,,,,,10,10,12,4,,1,4,,0,0,0.09,10,10,12,4
Public Method,"org.apache.maven.model.profile.activation.PropertyProfileActivator.isActive",,,,,,,,,,,,,,,,,,,,,,,,,,,4,74,,,,11,,,,62,,,11,35,1,,,,16,28,1,22,32,11,,,21,,,10,10,12,4,6,,,,,3,,4,3,,,0.02,10,10,12,4
Public Class,"org.apache.maven.model.profile.activation.PropertyProfileActivatorTest",1,1,1,1,10,2,7,0,1,1,1,0,,0,0,,,,13,0,13,18,0,2,0,11,,158,,,,47,,,,106,,,41,53,5,,,,,,,53,67,30,,,37,,,,,,,,1,1,1,1,,3,0,,0,0,0.05,13,13,13,13
Public Constructor,"org.apache.maven.model.profile.activation.PropertyProfileActivatorTest.PropertyProfileActivatorTest",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.apache.maven.model.profile.activation.PropertyProfileActivatorTest.newProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,,,,3,,,,11,,,4,8,0,,,,5,1,0,8,9,4,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.apache.maven.model.profile.activation.PropertyProfileActivatorTest.newProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,,,0,,,,6,,,2,3,0,,,,2,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
